ID,99998.5,74371.3,55310.2,41135.8,30593.9,22752.8,16922.0,12584.9,9359.6,6960.87,5176.9,3850.1,2863.41,2129.55,1583.81,1177.91,876.024,651.509,484.549,360.37,268.005,199.318,148.237,110.25,81.9936,60.9793,45.3517,33.7288,25.0842,18.6553,13.8746,10.3188,7.6741,5.70749,4.24474,3.15689,2.34786,1.74614,1.29861,0.96584,99998.5,74371.3,55310.2,41135.8,30593.9,22752.8,16922.0,12584.9,9359.6,6960.87,5176.9,3850.1,2863.41,2129.55,1583.81,1177.91,876.024,651.509,484.549,360.37,268.005,199.318,148.237,110.25,81.9936,60.9793,45.3517,33.7288,25.0842,18.6553,13.8746,10.3188,7.6741,5.70749,4.24474,3.15689,2.34786,1.74614,1.29861,0.96584,label
1,572.228,575.355,576.852,582.306,581.443,580.864,580.594,580.731,580.644,581.012,582.167,582.979,584.152,585.596,587.26,589.233,591.465,593.805,596.268,598.993,601.964,605.968,611.486,619.965,633.033,651.763,683.802,733.915,812.196,931.245,1111.26,1361.0,1693.46,2086.03,2513.91,2929.15,3295.33,3601.0,3845.89,4048.72,22.7418,17.9971,13.6648,18.3942,14.1601,11.246,9.78036,8.91692,9.08924,9.41438,10.7208,12.3038,14.6469,17.6545,21.5107,26.3557,32.5345,40.4855,50.8269,64.7393,83.4388,108.602,142.319,186.828,245.372,321.141,419.2,543.113,696.535,878.586,1087.06,1297.78,1484.19,1611.04,1654.59,1614.3,1509.17,1373.93,1239.54,1129.28,0
2,572.672,576.261,577.331,582.447,581.659,580.969,580.698,580.903,580.867,581.222,582.346,583.159,584.352,585.779,587.449,589.444,591.66,593.99,596.422,599.058,601.944,605.652,610.936,618.994,631.45,649.6,680.549,729.396,806.46,924.694,1103.42,1357.08,1692.87,2095.51,2532.89,2955.86,3329.88,3635.49,3875.27,4074.31,23.0515,17.7338,13.7022,18.0885,13.9897,11.0812,9.51038,8.85923,8.93673,9.43722,10.7171,12.3772,14.669,17.7176,21.5872,26.4219,32.591,40.5342,50.931,64.9305,83.7891,108.987,142.774,187.882,246.87,323.699,422.769,549.14,705.45,892.064,1106.33,1324.05,1516.21,1648.0,1691.41,1645.64,1535.59,1391.88,1256.4,1134.2,0
3,506.47,507.811,509.416,513.95,513.142,512.752,512.709,512.822,512.781,513.234,514.256,515.129,516.193,517.605,519.237,521.096,523.162,525.339,527.72,530.609,534.229,539.447,547.224,559.211,577.834,605.217,649.696,718.627,825.557,986.06,1218.01,1534.56,1928.38,2372.39,2822.36,3227.83,3566.63,3851.2,4088.7,4281.3,20.0396,15.6845,12.342,16.1581,12.6344,10.2,8.94081,8.56039,8.77082,9.62235,11.2222,13.2124,16.0166,19.6704,24.2829,30.1809,37.8165,47.7999,61.1548,79.09,103.184,135.19,177.785,233.377,305.896,398.821,517.885,666.136,845.953,1057.93,1282.5,1494.71,1658.82,1739.47,1730.31,1641.46,1517.07,1386.65,1279.41,1188.29,0
4,506.317,508.459,509.265,514.042,513.115,512.729,512.755,512.913,512.897,513.258,514.35,515.138,516.295,517.703,519.332,521.245,523.236,525.363,527.706,530.436,533.961,539.003,546.526,558.118,576.307,603.43,648.069,717.775,825.383,990.375,1226.56,1549.32,1950.76,2397.03,2844.11,3238.1,3567.01,3827.71,4044.04,4219.6,19.4622,15.1857,11.8602,15.7603,12.1862,10.1507,8.97118,8.54131,8.84454,9.67167,11.3038,13.3057,16.1227,19.6947,24.3767,30.299,38.0232,48.0886,61.4579,79.6195,103.914,136.285,179.373,235.795,309.454,403.852,524.785,675.941,859.221,1073.82,1299.95,1509.26,1665.8,1736.55,1706.4,1602.37,1462.03,1323.03,1201.68,1113.44,0
5,470.103,469.767,470.142,474.251,473.055,472.457,472.196,472.207,471.697,472.143,473.448,474.19,475.271,476.561,478.139,479.902,481.804,483.928,486.239,489.127,493.269,498.848,507.256,520.042,540.266,570.564,619.831,697.244,816.349,999.261,1262.02,1618.74,2060.83,2551.58,3026.94,3444.73,3785.41,4052.49,4263.83,4450.16,5.23906,4.60986,3.96479,9.2856,7.30081,6.40116,6.20611,6.46597,7.5418,8.78665,10.7263,13.0657,16.1264,20.2416,25.3845,31.958,40.5219,51.7902,66.7042,86.8592,113.903,149.767,197.161,259.36,340.387,443.934,576.613,742.436,942.965,1176.98,1422.66,1646.3,1805.64,1867.17,1818.12,1693.94,1530.9,1369.78,1235.02,1128.6,0
6,469.985,469.9,470.088,474.092,473.045,472.238,472.056,472.1,471.523,471.983,473.277,474.067,475.068,476.349,477.96,479.766,481.717,483.897,486.294,489.311,493.704,499.64,508.639,522.26,543.538,575.291,626.594,705.989,826.805,1011.11,1270.74,1621.84,2046.7,2511.37,2963.71,3363.46,3686.53,3952.69,4163.12,4348.94,6.35935,5.55697,3.79514,10.0044,7.78864,6.86531,6.3055,6.72109,7.54509,8.81568,10.6574,12.9069,16.0256,20.084,25.2637,31.8053,40.3332,51.501,66.3767,86.2722,113.124,148.581,195.381,256.504,335.894,437.365,566.641,727.156,919.107,1142.24,1373.22,1578.96,1723.56,1773.18,1728.02,1613.15,1465.11,1324.56,1207.04,1110.07,0
7,454.987,455.045,454.97,459.091,457.93,457.277,457.054,457.2,456.709,457.184,458.237,459.311,460.546,462.057,463.946,466.164,468.705,471.362,474.049,477.02,480.228,484.556,491.402,500.895,516.067,540.101,577.56,639.621,737.23,885.754,1107.36,1408.48,1784.41,2214.24,2638.59,3023.07,3339.22,3588.39,3778.62,3931.39,5.60562,5.16469,3.77874,8.50769,6.99115,6.07521,5.87841,6.21702,7.21845,8.4517,10.1529,12.3907,15.3942,19.0707,23.6595,29.3633,36.449,45.5401,57.2865,73.1719,94.4618,123.157,162.184,213.409,281.016,368.974,480.971,622.698,795.277,994.787,1211.77,1416.41,1569.28,1639.1,1614.55,1509.69,1362.5,1203.4,1063.57,946.254,0
8,454.714,454.691,455.211,458.858,457.575,457.263,456.861,457.073,456.566,457.044,458.305,459.147,460.303,461.805,463.616,465.876,468.366,471.036,473.759,476.633,479.792,483.805,490.322,499.399,513.854,537.138,573.302,633.746,729.03,875.488,1095.09,1397.46,1783.1,2223.99,2674.57,3084.7,3428.36,3695.86,3905.18,4073.18,5.35371,4.76495,3.64666,8.52775,6.94244,6.01708,5.83035,6.18405,7.17853,8.39243,10.0608,12.2748,15.2853,19.0391,23.6851,29.4148,36.5624,45.6392,57.4373,73.3606,94.738,123.497,162.453,214.012,282.149,370.853,484.252,628.13,804.399,1010.87,1237.69,1455.36,1626.84,1710.92,1698.04,1600.0,1446.16,1285.47,1136.53,1012.76,0
9,434.531,433.806,434.487,438.0,437.029,436.534,436.299,436.439,435.96,436.697,437.228,438.157,438.99,439.951,441.167,442.519,444.143,446.056,448.324,451.242,455.17,460.916,469.772,482.6,502.252,532.075,576.152,644.82,748.03,898.761,1116.22,1405.28,1768.03,2184.67,2614.98,3029.65,3405.16,3740.14,4041.81,4313.51,7.19634,5.85048,4.31022,9.20838,7.11853,6.38074,5.95869,6.16816,6.97655,8.03265,9.31766,11.4469,14.1942,17.766,22.4867,28.5628,36.5455,46.9907,60.7595,79.1796,103.519,135.741,178.597,233.783,305.181,396.66,511.229,653.879,825.661,1024.48,1243.5,1455.0,1631.72,1745.9,1787.75,1763.43,1702.56,1619.24,1539.67,1481.07,0
10,434.185,433.678,433.575,437.726,436.775,436.276,436.143,436.155,435.662,436.456,437.282,437.93,438.676,439.717,440.905,442.354,443.993,445.955,448.256,451.352,455.46,461.433,470.729,484.161,504.457,535.239,580.507,650.424,754.727,905.865,1122.51,1405.04,1755.5,2155.65,2567.08,2956.76,3312.51,3630.51,3918.1,4178.14,7.97384,6.4119,5.35972,9.59542,7.43863,6.63272,6.21045,6.24937,6.96791,8.0681,9.4046,11.3879,14.1542,17.772,22.4409,28.5133,36.3917,46.8189,60.4838,78.7135,102.869,134.814,176.996,231.476,301.775,391.242,502.969,641.724,808.039,997.379,1204.96,1399.44,1561.41,1663.54,1697.15,1669.95,1609.53,1533.24,1458.75,1411.22,0
11,496.279,496.058,496.334,500.735,499.501,498.923,498.62,498.572,498.103,498.462,499.496,500.619,502.055,503.404,504.957,506.834,508.889,511.154,513.508,516.187,519.263,523.21,528.958,537.803,551.667,573.889,608.066,664.412,753.915,892.236,1100.31,1392.05,1777.82,2237.36,2731.76,3213.6,3636.36,3983.37,4270.26,4515.64,6.03446,5.71767,4.21357,11.437,7.9268,6.57776,6.25295,6.34128,7.18381,8.21231,9.92322,11.9557,14.9762,18.3368,22.674,28.1467,35.1431,44.2169,56.162,72.1239,93.6417,122.519,161.147,212.353,279.905,368.106,481.408,626.079,804.988,1017.63,1261.85,1507.34,1723.07,1866.79,1914.06,1862.7,1742.03,1599.34,1449.28,1314.57,0
12,496.539,496.543,496.655,498.246,499.859,499.062,498.805,498.808,498.248,498.677,499.694,500.882,502.247,503.58,505.17,507.035,509.098,511.394,513.769,516.386,519.382,523.275,528.9,537.495,551.018,572.728,606.16,661.518,749.351,885.974,1092.98,1383.73,1770.4,2233.64,2731.16,3215.05,3641.22,3989.07,4275.73,4522.89,5.76752,5.34985,4.01085,8.45955,8.38849,6.53108,5.98172,6.30574,7.176,8.2669,9.83882,11.9492,14.9654,18.3385,22.6202,28.0977,35.072,44.1088,55.9614,71.8769,93.2231,121.986,160.289,211.426,278.951,367.124,480.151,624.916,804.318,1018.93,1263.87,1511.39,1732.65,1882.19,1927.06,1878.5,1759.61,1611.31,1454.94,1322.08,0
13,503.942,505.173,506.576,511.272,510.56,510.171,509.986,510.148,510.199,510.619,511.744,512.712,513.909,515.371,517.155,519.197,521.479,523.965,526.511,529.413,532.703,537.128,543.437,553.687,569.861,594.634,636.932,704.564,811.371,974.932,1216.44,1540.58,1945.81,2391.35,2829.17,3212.82,3527.85,3775.65,3971.9,4131.4,20.334,15.6821,12.3614,16.129,12.261,10.2833,9.19378,8.77914,9.10951,9.86562,11.5107,13.5163,16.349,19.9337,24.5728,30.4075,37.8971,47.5886,60.3203,77.4978,100.5,131.603,173.126,228.182,300.725,394.409,515.621,667.281,851.652,1064.34,1291.78,1499.31,1646.42,1702.29,1661.37,1547.0,1397.97,1247.31,1115.44,1011.73,0
14,503.627,505.062,506.118,510.892,509.903,509.692,509.613,509.637,509.787,510.239,511.33,512.266,513.433,514.908,516.697,518.794,521.031,523.53,526.096,528.969,532.316,536.854,543.387,553.659,569.988,594.875,637.007,704.608,810.588,974.92,1212.98,1537.15,1945.04,2397.96,2847.74,3250.43,3579.5,3844.87,4053.04,4226.82,20.161,15.5767,12.1578,16.1142,12.4669,10.1828,9.24019,8.78998,9.04926,9.89704,11.547,13.5303,16.3651,19.9677,24.5862,30.4623,37.9895,47.7164,60.516,77.7379,100.826,131.977,173.506,228.726,301.446,395.272,516.668,668.934,854.068,1071.02,1299.77,1512.14,1668.98,1740.94,1706.02,1597.3,1449.23,1293.97,1160.93,1057.25,0
15,432.554,431.794,432.654,435.951,434.845,434.44,434.169,434.187,433.701,434.473,435.342,436.178,437.164,438.497,440.137,442.05,444.217,446.466,448.941,451.806,455.466,460.661,468.818,481.558,501.774,533.436,586.501,671.583,805.626,1009.38,1300.48,1683.95,2145.72,2628.19,3086.11,3468.62,3774.0,4016.1,4208.3,4353.06,4.56126,3.61909,3.03389,8.3528,6.78172,5.91456,5.89429,6.33934,7.46473,8.74501,10.5868,13.1252,16.4551,20.7131,26.1571,33.0034,41.7748,53.2372,68.3617,88.758,116.169,152.799,201.961,266.76,351.677,461.192,601.734,776.157,985.116,1223.12,1462.65,1663.94,1789.41,1806.43,1717.81,1566.02,1389.73,1229.35,1100.26,1000.49,0
16,445.369,445.054,445.833,449.116,447.996,447.474,447.236,447.216,446.571,447.233,447.637,448.529,449.168,450.017,451.007,452.142,453.461,455.062,456.887,459.083,461.516,464.692,468.977,475.1,485.287,500.591,524.456,560.613,618.512,706.286,836.643,1029.65,1297.81,1651.02,2081.04,2555.59,3030.46,3463.27,3840.03,4169.06,6.43982,5.3027,4.52502,8.98221,6.79111,5.70681,5.10558,5.03292,5.51515,6.11916,7.02412,8.55867,10.524,13.0221,16.2529,20.4813,25.9444,33.095,42.383,54.6065,70.7658,92.382,121.25,159.51,210.405,276.718,362.393,471.154,608.062,775.773,974.295,1204.16,1440.7,1658.78,1820.62,1906.26,1896.36,1816.06,1699.1,1575.37,0
17,445.888,445.653,445.576,449.407,448.366,447.863,447.616,447.485,446.886,447.54,448.232,448.741,449.394,450.223,451.256,452.416,453.795,455.347,457.128,459.245,461.621,464.533,468.631,474.197,483.517,497.894,520.209,554.409,609.69,693.694,820.897,1011.82,1279.54,1638.22,2077.14,2567.04,3058.94,3510.71,3904.65,4232.0,5.85837,4.40827,3.339,8.42857,6.35672,5.28363,4.85292,4.83241,5.39661,6.05532,7.05693,8.57407,10.5232,13.0661,16.2593,20.4932,25.9118,32.9866,42.192,54.3182,70.4103,91.9356,120.722,158.933,209.822,276.401,362.715,472.18,611.613,783.599,988.527,1227.8,1476.54,1707.05,1884.71,1975.63,1970.71,1888.48,1767.23,1628.41,0
18,406.986,406.653,407.274,410.387,409.433,409.177,408.904,409.139,409.06,409.369,409.966,411.043,411.889,412.919,414.229,415.643,417.272,419.13,421.316,424.225,428.167,434.171,443.513,458.859,483.252,521.929,586.329,689.788,851.62,1093.01,1433.13,1872.5,2380.0,2898.22,3375.08,3761.81,4068.82,4308.66,4502.49,4645.87,7.2794,5.96621,4.90532,9.53287,7.80243,6.7958,6.50242,6.90862,7.70222,9.04878,10.955,13.5989,17.055,21.5481,27.4004,35.0369,45.0955,58.4511,76.2092,100.128,132.098,174.588,231.137,306.105,403.661,528.902,688.95,886.291,1122.15,1377.65,1626.71,1823.17,1927.35,1903.79,1784.47,1599.84,1406.87,1219.23,1065.32,955.424,0
19,407.285,407.008,407.011,410.558,409.795,409.303,409.253,409.266,409.215,409.631,410.173,411.226,412.078,413.128,414.439,415.846,417.405,419.193,421.274,423.962,427.708,433.273,442.008,456.378,479.242,515.646,576.713,675.575,833.096,1071.27,1414.22,1864.83,2394.91,2947.27,3449.66,3870.83,4197.01,4441.65,4631.94,4784.06,7.03307,5.78923,4.38755,9.14247,7.36742,6.68223,6.47042,6.84466,7.76341,9.05494,10.9397,13.633,17.0717,21.5839,27.4025,35.1225,45.1668,58.555,76.3671,100.372,132.433,175.271,232.201,307.727,406.378,533.368,696.625,900.18,1145.25,1416.85,1686.87,1911.38,2033.47,2027.17,1905.16,1712.21,1496.3,1296.22,1129.0,995.064,0
20,467.368,467.159,467.705,471.469,470.399,469.819,469.683,469.96,469.673,470.432,472.195,473.535,475.266,477.229,479.436,481.869,484.375,486.956,489.469,492.139,495.423,499.168,504.423,512.574,525.432,546.029,577.955,631.061,715.449,846.686,1047.2,1328.56,1702.01,2150.48,2623.43,3074.87,3464.39,3776.73,4026.75,4230.41,4.90979,4.50366,3.4752,9.28856,7.41285,6.68713,6.64725,7.25861,8.43398,9.80969,11.6512,13.8325,16.589,19.9497,24.0625,29.1406,35.6027,43.9642,54.9363,69.9246,90.2602,117.679,154.505,203.45,268.142,352.78,461.638,601.123,773.935,980.54,1214.11,1449.81,1656.21,1785.65,1814.4,1750.25,1618.57,1460.8,1316.19,1188.71,0
21,467.195,466.844,467.527,471.251,470.008,469.486,469.494,469.704,469.438,470.174,471.92,473.343,475.035,477.012,479.208,481.658,484.202,486.811,489.416,492.163,495.619,499.678,505.517,514.263,528.337,550.525,584.899,641.577,730.344,866.634,1068.99,1351.45,1711.58,2133.89,2572.12,2980.36,3332.44,3617.19,3847.28,4028.56,5.94131,4.62915,4.08355,9.79057,8.00108,7.05908,6.98535,7.35859,8.55023,9.864,11.7604,13.8596,16.6114,19.9469,24.0904,29.0913,35.563,43.8821,54.8703,69.7775,90.1126,117.341,153.839,202.363,266.491,349.868,456.346,591.795,757.992,952.823,1171.5,1384.14,1559.57,1661.78,1672.19,1597.15,1472.67,1328.79,1203.53,1093.54,0
22,575.238,577.002,579.196,584.269,583.345,582.914,582.835,583.025,583.052,583.545,584.8,585.738,587.078,588.59,590.336,592.272,594.399,596.586,598.992,601.949,605.702,611.186,619.349,632.284,650.818,682.089,730.522,804.933,918.231,1086.76,1325.9,1644.07,2028.69,2456.96,2878.15,3248.21,3563.67,3829.14,4052.57,4236.69,24.3515,18.8807,14.3943,18.97,14.4411,11.9638,10.337,9.93982,10.1867,10.693,12.2215,14.205,16.9462,20.5268,25.136,31.0927,38.8115,48.993,62.6204,81.0059,105.697,138.561,182.094,239.21,312.732,407.666,527.463,675.874,853.351,1057.9,1268.45,1462.17,1604.23,1666.89,1644.11,1556.75,1446.08,1326.11,1245.59,1182.33,0
23,574.477,577.995,578.831,584.523,583.571,582.95,583.249,583.219,583.259,583.809,585.026,586.038,587.32,588.874,590.605,592.572,594.629,596.844,599.221,602.094,605.788,611.186,619.381,632.013,650.627,681.734,730.171,805.116,919.866,1091.23,1332.36,1655.32,2051.97,2481.63,2902.4,3282.77,3600.33,3857.36,4067.72,4269.83,23.6607,18.3479,14.0921,18.8045,14.7572,12.0593,10.4394,9.82344,10.1256,10.7343,12.2844,14.2904,17.0392,20.5935,25.2618,31.2248,38.9696,49.1991,62.818,81.3229,106.089,139.218,183.042,240.509,314.752,410.802,532.086,682.31,861.917,1069.02,1282.84,1476.45,1616.42,1673.95,1648.04,1551.84,1436.34,1321.78,1224.56,1148.44,0
24,556.445,559.099,560.585,565.525,564.537,564.279,564.145,564.348,564.604,565.199,566.733,567.934,569.603,571.522,573.814,576.301,578.953,581.739,584.679,587.877,591.879,597.383,605.73,618.769,638.585,672.236,726.728,813.82,951.373,1155.48,1445.96,1823.96,2265.38,2733.3,3158.62,3526.26,3818.61,4044.18,4226.53,4395.43,23.5141,17.7164,14.0211,18.5548,14.3528,12.0111,10.923,10.5747,11.0873,12.1154,14.0696,16.4196,19.6877,23.8738,29.1277,35.7617,44.3018,55.4728,70.3101,90.4278,117.619,154.092,202.627,267.041,350.886,459.883,598.647,770.164,977.9,1204.75,1430.38,1619.46,1733.09,1740.14,1653.92,1515.78,1358.48,1222.54,1109.08,1019.73,0
25,557.03,559.825,560.685,565.642,564.839,564.374,564.405,564.659,564.624,565.498,566.908,568.139,569.78,571.727,574.009,576.502,579.211,581.857,584.672,587.792,591.581,596.749,604.4,616.902,635.362,667.426,719.27,803.245,937.367,1140.09,1429.63,1819.17,2276.22,2767.85,3220.99,3600.73,3900.07,4132.46,4316.79,4469.05,22.86,17.5827,14.0358,17.9443,13.88,11.718,10.6554,10.4864,10.9587,12.1082,14.021,16.4853,19.7286,23.9205,29.1693,35.8463,44.3576,55.5447,70.4128,90.5774,117.878,154.487,203.397,268.303,352.852,463.38,604.757,781.128,995.463,1234.42,1477.08,1682.72,1805.68,1818.9,1734.8,1579.99,1411.36,1252.58,1123.0,1027.96,0
26,414.626,414.265,414.328,417.748,416.639,416.316,416.292,416.313,416.259,416.629,417.464,418.292,419.158,420.321,421.682,423.255,425.031,426.991,429.158,431.64,434.528,438.351,443.639,451.826,465.176,485.584,516.997,568.304,648.968,772.65,959.606,1222.73,1573.39,2000.56,2468.14,2928.2,3342.78,3688.68,3975.84,4211.17,4.89967,3.86848,2.8536,7.83771,6.27455,5.56137,5.36859,5.60728,6.23882,7.26566,8.81122,10.788,13.2276,16.4064,20.4704,25.6691,32.2855,40.9087,52.2441,67.3165,87.4608,114.378,150.426,197.94,261.258,343.27,448.296,582.226,748.133,946.676,1175.31,1408.67,1623.58,1773.85,1837.77,1809.44,1705.64,1564.55,1424.98,1295.79,0
27,415.062,414.144,413.955,417.685,416.724,416.347,416.164,416.206,416.106,416.574,417.132,418.268,419.225,420.451,421.857,423.437,425.227,427.216,429.385,431.91,434.867,438.83,444.417,452.75,466.417,487.21,518.947,570.937,651.335,774.677,960.233,1222.78,1571.51,1995.72,2465.28,2931.41,3355.55,3711.85,4011.74,4265.75,5.86979,4.15057,3.76253,8.14044,6.55692,5.71566,5.55425,5.73861,6.46559,7.38582,8.83253,10.8751,13.4069,16.5206,20.5585,25.6374,32.2372,40.8305,52.1187,67.1289,87.1931,114.047,149.912,197.287,260.275,341.699,445.989,578.842,743.523,939.983,1167.34,1401.55,1617.06,1773.67,1846.73,1825.82,1731.13,1594.99,1451.48,1322.82,0
28,416.744,416.445,416.245,420.13,419.09,418.756,418.617,418.772,418.863,419.371,420.087,421.355,422.447,423.765,425.244,426.846,428.626,430.495,432.607,435.248,438.74,443.897,451.753,464.95,485.418,517.412,571.295,657.938,794.559,1002.52,1300.28,1700.55,2185.33,2704.65,3203.11,3626.93,3974.18,4238.92,4447.28,4634.3,5.32068,4.27174,4.07856,8.74715,7.02186,6.43433,6.4203,6.84846,7.80315,9.02626,10.9664,13.4809,16.6788,20.7345,25.937,32.7591,41.617,53.4706,69.196,90.4329,118.922,156.999,207.572,274.97,362.896,476.324,621.808,803.528,1021.85,1273.58,1527.11,1748.36,1895.79,1928.51,1848.31,1692.89,1505.73,1313.48,1145.56,1014.46,0
29,417.056,416.683,416.979,420.357,419.512,418.968,418.912,419.015,419.161,419.636,420.332,421.601,422.692,423.985,425.491,427.095,428.787,430.638,432.652,435.198,438.422,443.174,450.471,462.588,481.546,511.353,561.776,643.639,773.469,976.88,1273.55,1681.21,2185.57,2740.87,3281.53,3747.29,4123.16,4411.52,4631.39,4807.42,4.56861,3.77204,3.21678,8.16096,6.6488,6.13199,6.19876,6.6442,7.7299,9.06801,10.9266,13.4841,16.6857,20.7347,25.9881,32.7825,41.7068,53.5337,69.3076,90.6164,119.172,157.447,208.486,276.223,365.189,480.287,629.06,816.292,1044.62,1310.64,1588.71,1842.09,2017.96,2073.66,2000.96,1839.26,1633.19,1422.28,1239.0,1093.51,0
30,486.852,487.131,487.736,491.349,490.166,489.451,489.212,489.356,488.995,489.577,490.868,492.383,493.965,495.742,497.926,500.654,503.142,505.641,508.16,510.883,513.79,517.72,523.311,531.856,545.625,567.897,602.812,661.503,755.189,901.583,1124.69,1435.38,1841.98,2317.42,2811.0,3264.77,3642.59,3944.15,4175.64,4357.36,4.15682,4.01053,3.23952,9.17836,7.20936,6.56092,6.4778,6.82454,8.19522,9.46527,11.4149,13.794,16.6243,20.2464,24.6082,30.3176,37.1901,46.2011,58.0755,74.2136,96.0218,125.499,165.04,217.666,287.29,378.457,495.935,645.768,830.714,1050.75,1296.72,1537.06,1735.7,1844.31,1844.67,1745.62,1586.59,1410.17,1246.88,1108.0,0
31,486.46,486.429,487.281,491.09,489.873,489.149,488.943,489.034,488.697,489.356,490.647,492.187,493.735,495.625,497.729,500.093,502.945,505.48,508.069,510.847,513.976,518.079,524.133,533.163,547.627,571.119,607.42,667.573,763.413,911.301,1132.47,1442.18,1838.15,2297.71,2774.5,3211.25,3586.16,3879.69,4115.38,4313.64,5.40524,4.80045,4.19347,9.77629,7.96417,6.81045,6.75854,7.05267,8.20451,9.51092,11.4042,13.8723,16.6496,20.2709,24.6259,30.1009,37.2031,46.1339,58.0205,74.1563,95.8772,125.2,164.397,216.747,285.775,375.811,491.324,638.55,819.65,1032.45,1269.58,1500.93,1684.6,1790.75,1791.6,1701.74,1557.47,1392.18,1240.38,1114.11,0
32,467.586,467.461,467.916,471.779,470.611,470.02,470.075,469.952,469.468,470.006,471.476,472.416,473.792,475.503,477.494,479.794,482.24,484.742,487.259,489.978,493.563,498.13,504.876,515.416,532.664,559.413,604.854,678.604,795.281,977.628,1240.25,1600.45,2039.54,2516.14,2972.59,3366.8,3677.41,3917.14,4104.64,4257.54,5.24366,4.69387,4.00798,9.16912,7.38229,6.53118,6.4614,6.76079,7.97332,9.34223,11.4791,13.7572,17.033,21.0755,26.0887,32.3245,40.2167,50.5215,64.0786,82.4913,107.566,141.129,185.985,245.618,324.131,425.76,557.048,721.891,921.2,1153.54,1393.72,1605.84,1749.33,1788.18,1722.38,1582.77,1412.01,1248.59,1114.38,1007.22,0
33,467.56,467.202,467.804,471.715,470.315,469.937,469.788,469.834,469.254,469.876,471.281,472.249,473.688,475.336,477.387,479.657,482.105,484.652,487.154,489.962,493.727,498.465,505.487,516.438,534.224,561.236,607.319,681.12,797.667,976.562,1236.43,1586.72,2023.42,2500.87,2968.14,3377.08,3715.0,3973.73,4184.8,4369.67,5.8771,5.39108,4.35084,9.81676,7.85492,6.85928,6.71709,6.98539,8.00833,9.33514,11.3935,13.7861,16.997,21.0358,26.0628,32.2363,40.1245,50.337,63.9468,82.2839,107.276,140.703,185.294,244.498,322.502,423.094,552.945,715.563,912.885,1142.12,1380.62,1599.04,1751.29,1811.89,1764.44,1642.66,1486.46,1325.33,1186.55,1094.35,0
